,degree,betweenness,closeness,eigenvector,degree_rank,betweenness_rank,closeness_rank,eigenvector_rank
TARBABY,0.004700854700854701,3.4666111543352753e-07,0.3459491425192194,0.005640126767069079,861,1160,1064,685
TARGON,0.002136752136752137,0.0,0.3380525859578157,0.001537240750004989,1489,1310,1295,1521
TAROT / MARIE-ANGE COL,0.0059829059829059825,0.0,0.3231151615575808,0.004074588940987597,702,1310,1691,853
"TARR, BLACK JACK",0.0038461538461538464,1.3259508346077912e-05,0.27695585276364065,8.139316336465321e-05,1005,738,2163,2224
TASKMASTER,0.0017094017094017094,0.0,0.37530072173215717,0.0042697423723154085,1649,1310,338,833
TATTERDEMALION / ,0.004700854700854701,0.0001004365992289427,0.3417555133635169,0.0037579025770646955,861,517,1161,892
TAURUS / CORNELIUS VAN,0.007692307692307693,0.00010582857566934908,0.3581267217630854,0.008608887551739716,530,510,552,511
"TAYLOR, JENNA",0.0008547008547008547,0.0,0.3471295060080107,0.001235475737976689,1996,1310,992,1657
"TAYLOR, LEILA",0.004700854700854701,3.027654033275767e-06,0.3555690624525148,0.004277888823069812,861,930,609,832
TECHNARX,0.001282051282051282,0.0,0.25492973090750626,4.837070774130106e-05,1804,1310,2305,2282
TEFRAL,0.0008547008547008547,0.0,0.25473546701502287,2.677452202439673e-05,1996,1310,2308,2307
TEMPEST / GRANNZ,0.004273504273504274,1.3763887214079602e-06,0.29605263157894735,0.0009173451339458829,937,1005,2072,1851
TEMPEST II / NICOLETTE,0.002136752136752137,0.0,0.3471295060080107,0.0025059109918734385,1489,1310,992,1170
"TEMPLE, CLAIRE",0.0029914529914529912,1.3084721381720171e-05,0.32226965982647016,0.001316210276102568,1243,741,1731,1624
TEMPO,0.002136752136752137,0.0,0.2694610778443114,0.0004908343020232779,1489,1310,2197,2040
TEMPUS,0.00042735042735042735,0.0,0.3128760529482551,0.0007034434533102144,2176,1310,1902,1940
TENEBRAE,0.0017094017094017094,0.0,0.32191498142798186,0.0014083876121344869,1649,1310,1734,1583
TERMINATOR II / PRINCE,0.0038461538461538464,0.0,0.2468354430379747,1.8923393629824656e-05,1005,1310,2322,2315
TERMINATOR,0.0008547008547008547,0.0,0.26606026151222284,6.052916447712644e-05,1996,1310,2225,2259
TERRAFORMER / SAM,0.0029914529914529912,0.0,0.32985621652100366,0.003357847439333379,1243,1310,1529,973
TERRAX II / TYROS,0.0029914529914529912,0.0,0.34487840825350036,0.006991577375255479,1243,1310,1095,598
TESSA,0.010256410256410256,5.654093961733906e-06,0.3611111111111111,0.016722620069117025,395,862,502,307
TEXAS TWISTER / DREW D,0.003418803418803419,0.0008547008547008547,0.3693181818181818,0.007550362765322684,1126,258,390,570
THAKOS,0.0008547008547008547,0.0,0.32832889013610217,0.0010857975641180245,1996,1310,1609,1768
THANE ECTOR,0.005555555555555556,0.0,0.3710163310607262,0.010000001059750787,754,1310,374,449
THANOS,0.040170940170940174,0.0010400079314941324,0.45516436490955064,0.06794551839150667,92,225,71,65
THANOS DOPPELGANGER,0.02606837606837607,1.2934986467875895e-05,0.41980624327233584,0.05322212495821331,161,743,160,95
THENA,0.021367521367521368,0.0016480843197934434,0.3766296475132786,0.013403886059090084,206,185,325,376
THERAK,0.00042735042735042735,0.0,0.327455919395466,0.0010630150105207874,2176,1310,1629,1781
THERA,0.0008547008547008547,0.0,0.3225806451612903,0.0008061523245284576,1996,1310,1714,1913
THING / BENJAMIN J. GR,0.1329059829059829,0.027867087991656905,0.5112519117325759,0.12636824321026893,9,11,4,5
THING DOPPELGANGER I,0.008547008547008548,0.0,0.3971486761710794,0.02150244836223386,468,1310,224,249
THINKER,0.00811965811965812,9.221489421271017e-07,0.39938556067588327,0.01918804015354715,497,1043,217,276
THIN MAN / BRUCE DICKS,0.0038461538461538464,0.0,0.3561101810987673,0.003006735690468242,1005,1310,589,1046
"THOMAS, COMMANDER DA",0.005555555555555556,4.2716130833927704e-07,0.3285132668819318,0.003376876403401095,754,1142,1604,971
"THOMPSON, EUGENE FLA",0.04316239316239316,0.0027679436034143325,0.41160949868073876,0.023135831328910974,86,129,187,234
THOR / DR. DONALD BLAK,0.15982905982905982,0.05474392174884706,0.50814332247557,0.12072864401683835,4,5,7,11
THOR II / ROGER RED NO,0.008547008547008548,5.004168795266449e-06,0.3396719407751488,0.004597096219308694,468,878,1220,790
THORNN,0.002564102564102564,0.0,0.31187524990004,0.0006960839256371218,1362,1310,1934,1948
THORNN II / LUCIA CALL,0.0029914529914529912,0.0,0.3202846975088968,0.002752739339985127,1243,1310,1775,1108
THOR REPLICOID,0.00042735042735042735,0.0,0.3369815668202765,0.0011912376315226336,2176,1310,1355,1708
THRENODY,0.0017094017094017094,0.0,0.33342832715873466,0.002133693929046284,1649,1310,1449,1277
THUG,0.00811965811965812,0.00018927960832715627,0.3288826423049895,0.003480794645029136,497,430,1583,947
THUNDERBALL / DR. ELIO,0.02606837606837607,0.0006246106512482819,0.4330927262631871,0.04026946350937573,161,301,113,132
THUNDERBIRD III / NEAL,0.006837606837606838,1.7968776800476679e-06,0.3592262818544673,0.012854990264985362,605,971,534,388
THUNDERBIRD II / JAMES,0.03632478632478633,0.002069069506626831,0.3806734992679356,0.03473325733734342,114,159,293,154
THUNDERBIRD / JOHN PRO,0.0029914529914529912,0.0,0.35108777194298574,0.007436657227001815,1243,1310,753,574
THUNDERBOLT / BILLY CA,0.00042735042735042735,0.0,0.312,0.0004918985219731966,2176,1310,1929,2035
THUNDERSTRIKE / ERIC K,0.05854700854700855,0.005397337143948173,0.464746772591857,0.0799286899426525,56,81,51,46
THUNDRA,0.007692307692307693,2.3613329318903374e-05,0.35867565910484367,0.010453154535794018,530,680,540,436
TICKTOCK,0.004700854700854701,0.0001004365992289427,0.3417555133635169,0.0037579025770646964,861,517,1161,891
TIGER SHARK / TODD ARL,0.011965811965811965,0.0002850862652233072,0.36705882352941177,0.011283844263682443,349,365,421,421
TIGRA / GREER NELSON,0.040170940170940174,0.0025926326120415105,0.45765695286524544,0.06243857454147821,92,135,62,77
"TILBY, TRISH / PATRICI",0.017948717948717947,0.00021252802859732895,0.38696874483214816,0.023741150131454898,237,411,258,231
TIMBERIUS,0.0059829059829059825,0.00010135294454394404,0.34315882094148703,0.006131756226611715,702,515,1137,654
TIMESLIP / RINA PATEL,0.00641025641025641,1.2396654138853556e-05,0.3328591749644381,0.004417711882220212,653,757,1459,812
TINKERER,0.0008547008547008547,0.0,0.3471295060080107,0.001530779939581883,1996,1310,992,1526
TITAN,0.0017094017094017094,9.135323372176728e-08,0.29582806573957016,0.0005189426279765063,1649,1258,2081,2020
TITANIA / ,0.001282051282051282,0.0,0.3400174367916303,0.0015162509928806956,1804,1310,1216,1542
TITANIA II / MARY SKEE,0.019658119658119658,7.792638930144118e-05,0.41965566714490676,0.03361315981796849,227,544,162,161
TITANIUM MAN / BORIS B,0.002564102564102564,1.287335143398607e-05,0.3470780183921685,0.0027561819553013666,1362,746,1012,1107
TOAD / MORTIMER TOYNBE,0.021794871794871794,0.0008340674592441162,0.42700729927007297,0.0375505432360528,200,270,137,143
"TODD, FISHER",0.0038461538461538464,5.437306770697466e-06,0.3452855245683931,0.004228823676889118,1005,868,1084,836
TOKKOTS,0.002136752136752137,0.0,0.3373702422145329,0.0016452682041811282,1489,1310,1338,1470
TOLLIVER,0.004273504273504274,0.0,0.3211198023878139,0.0031536371948037802,937,1310,1754,1008
"TOLLIVER, SHERIFF JO",0.00042735042735042735,0.0,0.33433347621088727,0.0011298996369302004,2176,1310,1430,1736
TOMBSTONE / LONNIE THO,0.013247863247863248,0.0007250946439896428,0.36094400740397964,0.006265342015525505,315,279,504,647
TOM THUMB / THOMAS THO,0.008547008547008548,0.00022798799549294974,0.35061432424333233,0.004749489354855243,468,393,798,778
TONGAH,0.0008547008547008547,0.0,0.29782359679266895,0.0005380184590882447,1996,1310,2051,2015
TOPAZ,0.005555555555555556,0.0006579427314285996,0.3304617991809067,0.00162578591692525,754,291,1507,1477
TOPSPIN / DARREN MITCH,0.0029914529914529912,2.979529721438008e-07,0.2666059017887661,0.00012974676972396214,1243,1176,2212,2203
TORGO,0.001282051282051282,0.0,0.3413566739606127,0.003607291812994924,1804,1310,1178,920
"TORK, SGT.",0.0038461538461538464,9.321255511875246e-06,0.32307055087670855,0.0017163369776862902,1005,801,1694,1444
TORO / TOM RAYMOND,0.009401709401709401,0.00014089007934488208,0.3660826032540676,0.005682214428583681,427,473,426,679
TORPEDO III / BROCK JO,0.007264957264957265,0.003270460209749221,0.35502958579881655,0.005418992516180603,562,116,625,702
TOTEM,0.002564102564102564,0.0,0.26057906458797325,0.00017225381533030496,1362,1310,2268,2173
"TOWER, BLAKE",0.004700854700854701,0.00011098259524078088,0.3577981651376147,0.004943142157013851,861,502,562,751
TOWER,0.0038461538461538464,1.9967153048796544e-07,0.34676941315945464,0.006486125723809617,1005,1205,1034,634
TRADER,0.001282051282051282,0.0,0.3202846975088968,0.0008626185951585406,1804,1310,1775,1885
"TRAINER, DR. SEWARD",0.007692307692307693,0.0008968040014372653,0.3490453460620525,0.0027148938107834316,530,244,855,1122
TRAPPER / VOLA,0.0017094017094017094,0.0,0.26639344262295084,7.89189630292023e-05,1649,1310,2219,2232
TRAPSTER / PETER PETRU,0.006837606837606838,5.647362308426428e-05,0.3920911528150134,0.012443870000682637,605,583,242,396
"TRASK, DR. BOLIVAR",0.002564102564102564,0.0,0.34477677913658467,0.005919367439645933,1362,1310,1097,670
"TRASK, LAWRENCE LARR",0.001282051282051282,5.152300283511153e-06,0.32925284930350357,0.0012069725919590707,1804,876,1555,1680
"TRAVELLER, DR. JUDAS",0.005555555555555556,3.4990260322697587e-06,0.34951456310679613,0.0021280653824589085,754,915,831,1280
"TRAVERS, MIKE",0.0008547008547008547,0.0,0.252972972972973,1.2428136696576413e-05,1996,1310,2309,2327
T-RAY / WADE WILSON,0.00042735042735042735,0.0,0.2505353319057816,4.74229264231767e-05,2176,1310,2315,2284
"TREMONT, JONATHAN",0.0029914529914529912,0.0,0.36116684673560734,0.00697913654628968,1243,1310,500,599
"TREVANE, DET. CONNOR",0.004273504273504274,2.7856804256975267e-07,0.34857738715924325,0.0030069978722808578,937,1181,873,1041
TRIATHLON / DELROY GAR,0.01452991452991453,4.959611219984764e-05,0.38876889848812096,0.02567105477639551,291,599,250,207
TRICKSHOT,0.00042735042735042735,0.0,0.32897511598481655,0.0010728709900029497,2176,1310,1578,1773
TRITON,0.025213675213675214,0.0012963926744683893,0.4328523862375139,0.03485268539455305,167,203,117,153
TROLL / ,0.002136752136752137,8.60107858281815e-07,0.30632281712266,0.0004891633221180552,1489,1055,1981,2042
TRUTH,0.0038461538461538464,0.00011375269227198745,0.32672437866517734,0.0020853162315330443,1005,497,1637,1299
"TSO, JASON",0.0038461538461538464,4.5821621993775333e-07,0.2638998533889703,0.0001854482032097698,1005,1128,2236,2155
"TSURAYABA, MATSUO",0.005555555555555556,6.060947431201942e-06,0.3561101810987673,0.008883616767663178,754,845,589,500
TURBO II (A) / MICHIKO,0.011965811965811965,0.0002833593999307098,0.36386254081791325,0.0079144203804851,349,366,454,546
TURBO II (B) / MIKE JE,0.003418803418803419,0.0,0.3276851981515194,0.002311576494839218,1126,1310,1622,1232
TURK,0.0038461538461538464,2.78641350151035e-06,0.33342832715873466,0.001756524801024715,1005,941,1449,1426
TUSK,0.008547008547008548,8.987558229309263e-06,0.3606102635228849,0.014068646299097567,468,805,516,357
"TWAKI, DR. TED",0.00042735042735042735,0.0,0.3470780183921685,0.001198773680479419,2176,1310,1012,1690
TWO-GUN KID,0.005555555555555556,0.0,0.3788860103626943,0.014357153016931579,754,1310,309,352
"TYGER, LORD",0.009401709401709401,3.6184881199008386e-05,0.35529911934406316,0.007815764969888036,427,629,614,552
TYGER TIGER / JESSAN H,0.005128205128205128,9.885754850598617e-06,0.3460002957267485,0.002000515336256374,808,791,1058,1330
"TYNE, ELIZABETH / JANI",0.0008547008547008547,0.0,0.2636025684352822,0.00010527890488073214,1996,1310,2241,2211
TYPHOID MARY / MARY ME,0.005555555555555556,0.0009332360232197129,0.3760244255182388,0.005712722028932842,754,235,333,678
TYRAK,0.007264957264957265,0.0,0.3580171358629131,0.007342847844742341,562,1310,557,580
TYRANNUS,0.0029914529914529912,3.018839553190196e-06,0.33476394849785407,0.0019477686501823295,1243,931,1402,1354
TYRANT,0.0017094017094017094,0.0,0.324144618368195,0.001693903766724133,1649,1310,1667,1453
TYR,0.005128205128205128,0.0,0.3389339513325608,0.0040105212317798206,808,1310,1246,860
UATU,0.040170940170940174,0.0005734632208890526,0.46035805626598464,0.06966612842652721,92,310,57,62
ULIK,0.013675213675213675,3.039219001328477e-05,0.34671803230108167,0.008370028790755676,305,649,1036,521
ULTIMO,0.0017094017094017094,0.0,0.3379061371841155,0.0017194831388069188,1649,1310,1303,1443
ULTIMUS,0.001282051282051282,0.0,0.3508771929824561,0.001474714426128125,1804,1310,769,1553
ULTRON,0.02435897435897436,0.0002146347377476123,0.43070127001656544,0.04434411061408262,175,404,125,115
ULYSSES II,0.005128205128205128,3.0625084066725794e-07,0.33703010226127034,0.0023836558465840105,808,1175,1351,1199
U-MAN / MERRANO,0.008974358974358974,2.5685495896000494e-05,0.36228518346493266,0.008643038165676582,442,668,479,509
UMAR,0.002136752136752137,0.0,0.3291139240506329,0.0015706447718882442,1489,1310,1571,1502
UNICORN / MYLOS MASARY,0.0008547008547008547,0.0,0.3520914835991574,0.0024893571711683145,1996,1310,705,1174
UNI-LORD,0.0017094017094017094,1.2180431162902304e-07,0.3203285420944558,0.0008715604195279755,1649,1244,1772,1876
UNION JACK II / BRIAN,0.004700854700854701,8.33045958749083e-07,0.35714285714285715,0.003033720410133143,861,1059,571,1034
UNION JACK III / JOEY,0.00042735042735042735,0.0,0.3369815668202765,0.0011912376315226336,2176,1310,1355,1708
UNION JACK / LORD MONT,0.004273504273504274,7.876695735634183e-07,0.357088356477949,0.0030037598489601764,937,1067,572,1047
UNIT 101101,0.001282051282051282,0.0,0.3202846975088968,0.0008631303755375308,1804,1310,1775,1881
UNUSCIONE,0.004700854700854701,1.3761772736056045e-05,0.3413566739606127,0.005427446564287595,861,730,1178,701
UNUS THE UNTOUCHABLE,0.004700854700854701,1.0883214921528095e-06,0.34888922021768304,0.009345581815593647,861,1027,860,483
"URICH, BEN",0.026923076923076925,0.0012508921351459866,0.3991130820399113,0.017206604617232796,158,207,218,304
"URICH, DORIS",0.001282051282051282,0.0,0.33252806593718914,0.0013153677102584417,1804,1310,1467,1625
UR-LINI,0.0029914529914529912,1.8879668302498573e-06,0.32046014790468363,0.0008971109209461254,1243,966,1768,1865
UROC,0.0008547008547008547,0.0,0.32129616916106,0.001244138392310574,1996,1310,1748,1649
URSA MAJOR / MIKHAIL U,0.004700854700854701,4.679784148654008e-05,0.3813559322033898,0.008277158524819668,861,606,286,527
"URSULA, LADY",0.00641025641025641,2.2883494509889014e-06,0.3350995274237434,0.0035247978436753263,653,952,1393,935
USAGENT / CAPTAIN JOHN,0.04871794871794872,0.00552306406403059,0.4638255698711596,0.07375012941100717,71,77,54,56
UTGARD-LOKI,0.00042735042735042735,0.0,0.2851224564396247,0.00020091784070834436,2176,1310,2137,2144
VAGABOND / PRISCILLA L,0.003418803418803419,3.173492867993233e-05,0.35331420806281144,0.0033995222380874845,1126,639,673,970
VAKUME,0.002564102564102564,0.0,0.31187524990004,0.0006960839256371214,1362,1310,1934,1950
VALINOR,0.001282051282051282,1.1459061620601452e-05,0.3519326214468341,0.002423265979504273,1804,767,714,1189
VALKIN,0.002136752136752137,0.0,0.3123331553657234,0.0010410814841202776,1489,1310,1912,1790
VALKYRIE IV,0.002136752136752137,0.0,0.34718100890207715,0.0038345088151819657,1489,1310,976,880
VAMP,0.0017094017094017094,3.2686065556497625e-06,0.35251581801747517,0.002357295351020607,1649,923,690,1213
VANGUARD / NICOLAI KRY,0.013247863247863248,0.00024157942124263077,0.42724119043271863,0.02565546525952445,315,387,136,208
"VAN HELSING, RACHEL",0.002564102564102564,4.1710726476295803e-07,0.26648445507345403,8.01523245508529e-05,1362,1144,2216,2229
VANISHER,0.007692307692307693,5.0565265238903264e-05,0.34946236559139787,0.00913186994807858,530,593,834,489
VAPOR,0.004273504273504274,2.0658551873540984e-05,0.36329762459245457,0.004921303671347608,937,693,459,754
VASHTI,0.012393162393162393,0.0005904421578282936,0.38141809290953543,0.013258084358580249,335,305,285,380
"VAZHIN, ALEXEI MIKHA",0.0017094017094017094,0.0008547008547008547,0.342305441778818,0.002859410946420478,1649,258,1151,1087
VECTOR,0.0038461538461538464,3.909324276370936e-06,0.34396589739820665,0.0034898160421061486,1005,899,1113,943
VEDA,0.001282051282051282,4.155239394039847e-06,0.3546529251288269,0.0022098360576567936,1804,894,640,1257
VENOM / EDDIE BROCK,0.010683760683760684,0.0011818704748897129,0.36511156186612576,0.008071227211412482,382,214,442,538
VENOMM,0.001282051282051282,0.0,0.317805242428358,0.0008313952285332015,1804,1310,1830,1904
VENUS / APHRODITE / VICT,0.001282051282051282,0.0,0.32925284930350357,0.0014210865079386057,1804,1310,1555,1579
VERMIN / EDWARD WHELAN,0.004273504273504274,4.400715390410672e-05,0.36920164089618174,0.0037591146528316295,937,609,392,888
"VERMIN, LADY",0.007692307692307693,1.5125765636831807e-05,0.3438648052902278,0.005338158215977099,530,718,1118,708
VERTIGO,0.002564102564102564,0.0,0.31187524990004,0.0006960839256371214,1362,1310,1934,1950
VERTIGO II,0.006837606837606838,0.0009723289971321275,0.35035184907920347,0.00827439659037683,605,231,803,528
VESPER,0.002136752136752137,0.0,0.32019704433497537,0.0006389720705167161,1489,1310,1785,1971
VIBRAXAS / N'KANO,0.008974358974358974,0.0006752552087046274,0.35438437074057244,0.008136633143693886,442,288,647,536
VIBRO / DR. FRANCIS VI,0.00042735042735042735,0.0,0.3377598152424942,0.0012226788388201683,2176,1310,1314,1664
VINDALOO / ,0.0059829059829059825,0.0,0.3509298140371926,0.009951568207296323,702,1310,761,454
VIOLENCE / ,0.0017094017094017094,0.0,0.3224472922695329,0.0007766056758199632,1649,1310,1726,1931
VIPER II,0.008547008547008548,0.0001607000946480511,0.399453738477296,0.012086903136247544,468,460,216,403
VIPER / JORDON DIXON,0.001282051282051282,0.0,0.35135135135135137,0.0022255035132936253,1804,1310,742,1254
VIRGO / ELAINE MCLAUGH,0.005555555555555556,0.0001465683988757636,0.3460002957267485,0.0028670323600929197,754,465,1058,1082
VISION,0.1358974358974359,0.01686454208256383,0.5053995680345572,0.1273074723074675,8,30,9,4
VIZIER,0.020512820512820513,0.0005755779355020362,0.38512179065174457,0.013034260668647294,221,309,264,387
"VOGHT, AMELIA",0.009829059829059829,8.088773910080787e-05,0.3660253402158611,0.013289531454066491,414,537,428,379
VOLCANA / MARSHA ROSEN,0.015384615384615385,5.610056533602056e-07,0.417707961442342,0.02924154427158147,275,1111,167,180
VOLLA,0.001282051282051282,0.0,0.3382480485689506,0.0016045523011764171,1804,1310,1289,1492
VOLSTAGG,0.038461538461538464,0.002393886291371443,0.4120443740095087,0.025083397665467935,100,145,184,217
"VON RICHTOFEN, LT. M",0.002564102564102564,0.0,0.291879755519521,0.00018592786061577,1362,1310,2102,2152
"VON STRUCKER, WERNER",0.002564102564102564,0.0,0.2837739510065486,0.00019920731249226686,1362,1310,2138,2145
VORZEN,0.001282051282051282,0.0,0.3202846975088968,0.0008630480085253281,1804,1310,1775,1882
VOSTOK,0.007692307692307693,1.2654649954371429e-06,0.3582363747703613,0.007660425593674936,530,1014,547,563
VULTURE / ADRIAN TOOME,0.010256410256410256,0.00013163543121270577,0.3738019169329074,0.010410243826628696,395,479,351,437
"WADE, AGENT JOE",0.003418803418803419,0.0008547008547008547,0.2638700947225981,0.00015411397451393257,1126,258,2239,2182
WALDO,0.005555555555555556,0.0,0.35108777194298574,0.008626451409952506,754,1310,753,510
WALL / ,0.0017094017094017094,0.0,0.3083410198972197,0.0005504594873796635,1649,1310,1964,2005
"WALSH, CAPT. ALEXAND",0.0008547008547008547,0.0,0.3018186508448343,0.0003459435060372086,1996,1310,2027,2102
"WALTERS, BILLY",0.004700854700854701,9.907711281345755e-07,0.34800713860797144,0.00325539333913328,861,1036,904,984
"WALTERS, SHERIFF MOR",0.001282051282051282,0.0,0.33032185206098247,0.0011358609371117533,1804,1310,1509,1735
WAR / ABRAHAM LINCOLN,0.007264957264957265,3.3670968226768614e-07,0.3493058665472459,0.00837222123473856,562,1168,841,519
"WARD, SEN. STEWART",0.0038461538461538464,1.3476203233850626e-06,0.3479036574487065,0.0025760350887056543,1005,1007,914,1154
WARLOCK II / ADAM WARL,0.03717948717948718,0.000859450877059879,0.4501731435167372,0.06498323976729223,109,251,80,73
WARLOCK III,0.03717948717948718,0.0023928888883885356,0.43293246993524515,0.042517405545621154,109,146,116,120
WAR MACHINE II / PARNE,0.0017094017094017094,0.0,0.3383947939262473,0.001943889983721725,1649,1310,1274,1358
"WARREN, MR.",0.00042735042735042735,0.0,0.3470780183921685,0.001198773680479419,2176,1310,1012,1690
WARRIOR WOMAN / JULIA,0.0038461538461538464,0.0,0.3565442632942252,0.002943741266330366,1005,1310,579,1062
WARSTAR,0.002564102564102564,1.3398474279192534e-07,0.2959028831562974,0.0008846214530701163,1362,1239,2076,1870
WARTON / WARBECK,0.003418803418803419,0.0,0.33191489361702126,0.002577189528149705,1126,1310,1487,1153
WAR TOY / ALKHEMA,0.002136752136752137,0.0,0.34125710952311505,0.005031589176361443,1489,1310,1183,740
WASP / JANET VAN DYNE,0.11068376068376068,0.00835713881115507,0.49481920067667584,0.11777583002163368,20,59,19,16
"WATANABE, YUJI",0.001282051282051282,0.0,0.34615384615384615,0.001474600634137269,1804,1310,1053,1557
WATER WIZARD / PETE,0.003418803418803419,2.3886157776546068e-05,0.331961980422755,0.0036036537112989274,1126,678,1486,922
